,city,colors,shape,state,time
16635,Monroe,,RECTANGLE,NY,2000-06-18 23:06:00
16636,Clearlake,,CIRCLE,CA,2000-06-19 01:30:00
16637,Rawlins,,DISK,WY,2000-06-19 13:00:00
16638,New York City,RED,TRIANGLE,NY,2000-06-19 18:30:00
16639,Santa Monica,,TRIANGLE,CA,2000-06-19 21:40:00
16640,Harrison,,LIGHT,OH,2000-06-19 21:52:00
16641,Fort Wayne,ORANGE,OTHER,IN,2000-06-19 23:10:00
16642,Yosemite,,TRIANGLE,CA,2000-06-19 23:50:00
16643,Clifton,,OTHER,NJ,2000-06-20 00:00:00
16644,Willard Bay,ORANGE,LIGHT,UT,2000-06-20 00:00:00
16645,Yakima,YELLOW,LIGHT,WA,2000-06-20 01:25:00
16646,Salida,,TRIANGLE,CA,2000-06-20 20:00:00
16647,Stetson,YELLOW,LIGHT,ME,2000-06-20 20:00:00
16648,Lebanon,RED BLUE,FIREBALL,VA,2000-06-20 21:43:00
16649,Church Hill,,FLASH,TN,2000-06-20 21:50:00
16650,Colorado Springs,,,CO,2000-06-20 22:00:00
16651,Revere,,DISK,MA,2000-06-20 22:00:00
16652,Tifton,,,GA,2000-06-20 22:00:00
16653,Raymondville,,CIRCLE,MO,2000-06-20 22:15:00
16654,Salem,ORANGE,VARIOUS,OR,2000-06-20 22:25:00
16655,Highway 5?,,RECTANGLE,CA,2000-06-20 23:00:00
16656,Ware Shoals,,,SC,2000-06-20 23:00:00
16657,Portland,,CIGAR,OR,2000-06-21 15:30:00
16658,Glendale,RED,VARIOUS,CO,2000-06-21 16:50:00
16659,St. Peter,YELLOW GREEN,CIRCLE,MN,2000-06-21 23:15:00
16660,Sophia,,,WV,2000-06-22 09:30:00
16661,Tupelo,,DISK,MS,2000-06-22 17:30:00
16662,Pine Haven,,EGG,WY,2000-06-22 21:00:00
16663,Providence,,EGG,RI,2000-06-22 21:30:00
16664,Green Bay,,LIGHT,WI,2000-06-22 22:35:00
16665,Georgetown,,LIGHT,DE,2000-06-22 23:00:00
16666,Huntington Beach,,OTHER,CA,2000-06-23 00:00:00
16667,Blackfoot,RED,LIGHT,ID,2000-06-23 00:15:00
16668,Pinedale,,DIAMOND,WY,2000-06-23 08:00:00
16669,San Francisco,,CIRCLE,CA,2000-06-23 15:30:00
16670,Tacoma,,OTHER,WA,2000-06-23 21:00:00
16671,Tacoma,,LIGHT,WA,2000-06-23 21:30:00
16672,Scottsdale,,LIGHT,AZ,2000-06-23 21:45:00
16673,Morrilton,,RECTANGLE,AR,2000-06-23 22:00:00
16674,Magna,,CIRCLE,UT,2000-06-23 22:30:00
16675,Canyon,BLUE,,TX,2000-06-23 22:40:00
16676,Magna,,CIRCLE,UT,2000-06-23 22:45:00
16677,Federal Way,,SPHERE,WA,2000-06-24 12:50:00
16678,North Fork,,LIGHT,CA,2000-06-24 21:24:00
16679,Olathe,,LIGHT,KS,2000-06-24 21:44:00
16680,Hurricane,,FORMATION,WV,2000-06-24 22:00:00
16681,Wintersville,,CYLINDER,OH,2000-06-24 22:15:00
16682,Hazlet,,CIRCLE,NJ,2000-06-24 22:35:00
16683,Redmond,,CHEVRON,WA,2000-06-24 22:45:00
16684,Shelby Township,,TRIANGLE,MI,2000-06-24 23:30:00
16685,Dallas,,DIAMOND,TX,2000-06-25 00:24:00
16686,Cranston,,,RI,2000-06-25 02:25:00
16687,Aloha,,CIGAR,OR,2000-06-25 19:15:00
16688,New York City,,OVAL,NY,2000-06-25 19:30:00
16689,Little Chute,,FIREBALL,WI,2000-06-25 21:00:00
16690,Orange,ORANGE,LIGHT,CA,2000-06-25 21:23:00
16691,Salt Lake City,,LIGHT,UT,2000-06-25 22:40:00
16692,Bozeman,,LIGHT,MT,2000-06-26 00:15:00
16693,Los Angeles,,,CA,2000-06-26 00:22:00
16694,Sandy,,,OR,2000-06-26 18:35:00
16695,San Diego,BLUE,LIGHT,CA,2000-06-26 21:30:00
16696,St. George,,LIGHT,UT,2000-06-26 22:00:00
16697,Otis,,,OR,2000-06-26 22:20:00
16698,Sedro Woolley,,LIGHT,WA,2000-06-26 22:25:00
16699,Blackstone,,LIGHT,VA,2000-06-26 22:35:00
16700,Las Vegas,,LIGHT,NV,2000-06-26 22:40:00
16701,Gresham,,OTHER,OR,2000-06-26 23:04:00
16702,Chicago,,OVAL,IL,2000-06-26 23:20:00
16703,West Chazy,ORANGE,,NY,2000-06-27 00:03:00
16704,Interstate 5,RED,OTHER,CA,2000-06-27 21:00:00
16705,Fallbrook,,LIGHT,CA,2000-06-27 21:30:00
16706,Apache Junction,,LIGHT,AZ,2000-06-27 21:40:00
16707,Bakersfield,,FIREBALL,CA,2000-06-27 21:50:00
16708,Moab,,CIRCLE,UT,2000-06-27 22:00:00
16709,Boston,,LIGHT,MA,2000-06-27 22:40:00
16710,Sewell,,TRIANGLE,NJ,2000-06-27 22:50:00
16711,Newmarket,,OVAL,NH,2000-06-28 01:00:00
16712,Albuquerque,,LIGHT,NM,2000-06-28 02:00:00
16713,St. Louis,,TRIANGLE,MO,2000-06-28 16:11:00
16714,Monticello,,LIGHT,FL,2000-06-28 22:03:00
16715,Chico,,CIRCLE,CA,2000-06-29 00:10:00
16716,Paso Robles,,LIGHT,CA,2000-06-29 01:00:00
16717,Minneapolis,,SPHERE,MN,2000-06-29 21:00:00
16718,Jefferson City,,TRIANGLE,MO,2000-06-29 21:30:00
16719,DeSoto,,OTHER,IL,2000-06-29 22:30:00
16720,Penn Valley,YELLOW,CIRCLE,CA,2000-06-29 23:50:00
16721,Ewa Beach,,TRIANGLE,HI,2000-06-30 00:00:00
16722,Indianapolis,,,IN,2000-06-30 00:00:00
16723,Myers Spring Canyon,,CIRCLE,TX,2000-06-30 00:00:00
16724,Las Vegas,,TRIANGLE,NV,2000-06-30 02:30:00
16725,Orlando,,RECTANGLE,FL,2000-06-30 13:00:00
16726,Morrison,,RECTANGLE,CO,2000-06-30 14:00:00
16727,Springboro,,CIRCLE,PA,2000-06-30 15:00:00
16728,Wantage,YELLOW,CIRCLE,NJ,2000-06-30 17:00:00
16729,West Gardiner,,CIGAR,ME,2000-06-30 19:00:00
16730,Mountain Home AFB,,TRIANGLE,ID,2000-06-30 19:30:00
16731,Bennington,,OTHER,VT,2000-06-30 20:00:00
16732,New Port Richey,,CIRCLE,FL,2000-06-30 20:00:00
16733,Austin,,CYLINDER,TX,2000-06-30 20:30:00
16734,Lincoln,,FORMATION,NE,2000-06-30 21:30:00
16735,Sycamore,,TRIANGLE,OH,2000-06-30 21:35:00
16736,Ogden,ORANGE,SPHERE,UT,2000-06-30 21:40:00
16737,Bedford,,LIGHT,NY,2000-06-30 22:00:00
16738,Buffalo,,TRIANGLE,NY,2000-06-30 22:00:00
16739,Hollister,,CIRCLE,CA,2000-06-30 22:00:00
16740,Paso Robles,,FORMATION,CA,2000-06-30 22:30:00
16741,St. Paul,,CIRCLE,MN,2000-06-30 22:40:00
16742,George,GREEN,LIGHT,WA,2000-07-01 00:10:00
16743,Santa Rosa,,SPHERE,CA,2000-07-01 01:00:00
16744,Bismarck,,LIGHT,ND,2000-07-01 02:30:00
16745,Crystal Beach,,TRIANGLE,TX,2000-07-01 03:00:00
16746,Midland,,LIGHT,MI,2000-07-01 03:11:00
16747,Baker,,CIGAR,CA,2000-07-01 03:30:00
16748,Baker,,CIGAR,CA,2000-07-01 03:30:00
16749,Ojai,,TRIANGLE,CA,2000-07-01 03:50:00
16750,"Tylertown, MS",,LIGHT,MS,2000-07-01 04:00:00
16751,San Pedro,,OVAL,CA,2000-07-01 11:45:00
16752,Ponca,,LIGHT,OK,2000-07-01 14:00:00
16753,Defiance,,CROSS,OH,2000-07-01 15:00:00
16754,Ogden,,OVAL,UT,2000-07-01 16:00:00
16755,Waco,,CIRCLE,TX,2000-07-01 17:00:00
16756,Bellingham,,TRIANGLE,WA,2000-07-01 19:00:00
16757,Stockton,,DISK,CA,2000-07-01 19:00:00
16758,Phoenix,,FORMATION,AZ,2000-07-01 21:00:00
16759,Sewell,,RECTANGLE,NJ,2000-07-01 21:00:00
16760,Montgomery Pass,GREEN,OVAL,NV,2000-07-01 22:00:00
16761,Palmyra,,,NY,2000-07-01 22:00:00
16762,New York City,,TRIANGLE,NY,2000-07-01 22:15:00
16763,San Jose,,FIREBALL,CA,2000-07-01 22:15:00
16764,Salinas,,FIREBALL,CA,2000-07-01 22:30:00
16765,Sierra Nevada Mtns,,,CA,2000-07-01 22:30:00
16766,Lancaster,,DISK,CA,2000-07-01 22:50:00
16767,Orcas Island,,FORMATION,WA,2000-07-02 00:30:00
16768,Land Between The Lakes,,TRIANGLE,KY,2000-07-02 01:20:00
16769,Largo,,CIGAR,FL,2000-07-02 13:30:00
16770,Mount Pleasant,RED,CIRCLE,SC,2000-07-02 21:15:00
16771,East Windsor,,OVAL,NJ,2000-07-02 21:45:00
16772,West Fork,,LIGHT,AR,2000-07-02 22:00:00
16773,West Windsor,,DISK,NJ,2000-07-02 22:10:00
16774,Ice House Campground,,FORMATION,CA,2000-07-02 22:30:00
16775,Kewaunee,ORANGE,DISK,WI,2000-07-03 01:00:00
16776,Dedham,,,MA,2000-07-03 02:45:00
16777,Las Vegas,,OVAL,NV,2000-07-03 15:30:00
16778,Cottage Grove,,RECTANGLE,WA,2000-07-03 17:00:00
16779,Meridian,,OTHER,ID,2000-07-03 17:00:00
16780,Boston,,LIGHT,NY,2000-07-03 19:00:00
16781,Anderson,,LIGHT,CA,2000-07-03 21:45:00
16782,Colebrook,,VARIOUS,NH,2000-07-03 22:30:00
16783,Colorado Springs,,LIGHT,CO,2000-07-04 02:30:00
16784,Columbus,,LIGHT,GA,2000-07-04 03:00:00
16785,Loves Park,,CIGAR,IL,2000-07-04 17:30:00
16786,Potsdam,,TRIANGLE,NY,2000-07-04 18:00:00
16787,St. Louis,,FIREBALL,MO,2000-07-04 20:40:00
16788,Pacific City,,LIGHT,OR,2000-07-04 21:00:00
16789,Urbandale,,LIGHT,IA,2000-07-04 21:00:00
16790,Windsor Heights,RED,LIGHT,IA,2000-07-04 21:00:00
16791,Des Moines,,LIGHT,IA,2000-07-04 21:30:00
16792,Conyers,RED,LIGHT,GA,2000-07-04 21:45:00
16793,Tacoma,RED,LIGHT,WA,2000-07-04 21:50:00
16794,Des Moines,,LIGHT,IA,2000-07-04 22:00:00
16795,Tacoma,RED,CIRCLE,WA,2000-07-04 22:00:00
16796,West Des Moines,,CIRCLE,IA,2000-07-04 22:00:00
16797,Puyallup,,CIRCLE,WA,2000-07-04 22:15:00
16798,Riverview,ORANGE,CIRCLE,FL,2000-07-04 22:15:00
16799,Tacoma,RED,LIGHT,WA,2000-07-04 22:25:00
16800,Houston,RED,FIREBALL,TX,2000-07-04 22:30:00
16801,Tacoma,RED,LIGHT,WA,2000-07-04 22:30:00
16802,Tacoma,RED ORANGE,OTHER,WA,2000-07-04 22:30:00
16803,Oakland,,TRIANGLE,MD,2000-07-04 23:00:00
16804,Toledo,,TRIANGLE,OH,2000-07-04 23:00:00
16805,Interlochen,,LIGHT,MI,2000-07-04 23:15:00
16806,Graham,RED BLUE,CIGAR,WA,2000-07-04 23:30:00
16807,Roslyn,,LIGHT,WA,2000-07-04 23:30:00
16808,Seattle,GREEN,LIGHT,WA,2000-07-05 05:47:00
16809,Wildwood Coast,,CYLINDER,NJ,2000-07-05 16:00:00
16810,Schnecksville,,OVAL,PA,2000-07-05 19:30:00
16811,San Diego,,CIGAR,CA,2000-07-05 20:20:00
16812,Kingman,,OTHER,AZ,2000-07-05 21:00:00
16813,Corvallis,,OTHER,OR,2000-07-05 22:15:00
16814,Lincon City,,CROSS,OR,2000-07-06 00:30:00
16815,Easton,,SPHERE,PA,2000-07-06 01:00:00
16816,Rockford,ORANGE,VARIOUS,IL,2000-07-06 20:15:00
16817,Marinette,GREEN,CYLINDER,WI,2000-07-06 20:30:00
16818,Thornton,,CYLINDER,CO,2000-07-06 20:30:00
16819,Thornton,YELLOW,CYLINDER,CO,2000-07-06 20:30:00
16820,South Ontario,,CYLINDER,CA,2000-07-06 20:45:00
16821,Columbia,,TRIANGLE,MO,2000-07-06 21:30:00
16822,Barstow,,CIGAR,CA,2000-07-06 22:00:00
16823,Salt Lake City,,OTHER,UT,2000-07-06 23:14:00
16824,Babylon,,FORMATION,NY,2000-07-06 23:20:00
16825,Highland Park,,FIREBALL,IL,2000-07-07 01:00:00
16826,Frederick,,SPHERE,MD,2000-07-07 01:45:00
16827,Cleveland,ORANGE,,OH,2000-07-07 04:15:00
16828,Cadillac,,OVAL,MI,2000-07-07 12:05:00
16829,Santa Clara,,LIGHT,CA,2000-07-07 20:30:00
16830,Citrus Heights,BLUE,OTHER,CA,2000-07-07 21:00:00
16831,Los Angeles,,LIGHT,CA,2000-07-07 21:00:00
16832,San Diego,GREEN,LIGHT,CA,2000-07-07 21:00:00
16833,Woodland,,CONE,CA,2000-07-07 21:10:00
16834,Los Angeles,BLUE,LIGHT,CA,2000-07-07 21:15:00
16835,Sunnyvale,BLUE,CIRCLE,CA,2000-07-07 21:20:00
16836,Sunnyvale,BLUE,CIRCLE,CA,2000-07-07 21:20:00
16837,Visalia,BLUE,LIGHT,CA,2000-07-07 21:20:00
16838,Red Rock Canyon,,OVAL,NV,2000-07-07 21:21:00
16839,Red Bluff,,FIREBALL,CA,2000-07-07 21:22:00
16840,West Covina,BLUE,LIGHT,CA,2000-07-07 21:25:00
16841,Covina,BLUE,OVAL,CA,2000-07-07 21:30:00
16842,Kingman,,LIGHT,AZ,2000-07-07 21:30:00
16843,Las Vegas,GREEN,LIGHT,NV,2000-07-07 21:30:00
16844,Los Angeles,,SPHERE,CA,2000-07-07 21:30:00
16845,Pacific Palisades,GREEN BLUE,OTHER,CA,2000-07-07 21:30:00
16846,Sacramento,,FIREBALL,CA,2000-07-07 21:30:00
16847,Santa Rosa,BLUE,LIGHT,CA,2000-07-07 21:30:00
16848,Tacna,,LIGHT,AZ,2000-07-07 21:30:00
16849,Thermal,BLUE,LIGHT,CA,2000-07-07 21:30:00
16850,Tonapah,,,NV,2000-07-07 21:30:00
16851,Riveside,,LIGHT,CA,2000-07-07 21:35:00
16852,Sacramento,,RECTANGLE,CA,2000-07-07 21:35:00
16853,Kingston Springs,RED,FIREBALL,TN,2000-07-07 22:00:00
16854,Winnemucca,GREEN,LIGHT,NV,2000-07-07 22:10:00
16855,St. George,,LIGHT,UT,2000-07-07 22:30:00
16856,North San Francisco,,DISK,CA,2000-07-08 15:22:00
16857,Ceres,,,CA,2000-07-08 20:00:00
16858,Poway,BLUE,,CA,2000-07-08 20:30:00
16859,Stanwood - I-5 corridor,RED,FIREBALL,WA,2000-07-08 21:50:00
16860,Santa Rosa,GREEN,LIGHT,CA,2000-07-08 22:00:00
16861,Salem,RED,,OR,2000-07-08 22:50:00
16862,Steubenville,,TRIANGLE,OH,2000-07-08 23:00:00
16863,Paint Lick,,,KY,2000-07-08 23:25:00
16864,Klamath National Wildlife Refuge,BLUE,CYLINDER,OR,2000-07-09 07:45:00
16865,Torrington,,LIGHT,CT,2000-07-09 08:30:00
16866,Franklin Square,,,NY,2000-07-09 09:15:00
16867,Palmer,,,MA,2000-07-09 12:00:00
16868,Salt Lake City,,OVAL,UT,2000-07-09 18:00:00
16869,Satellite Beach,,OTHER,FL,2000-07-09 20:30:00
16870,Milwaukie,,LIGHT,OR,2000-07-10 01:40:00
16871,Evanston,,OTHER,IL,2000-07-10 03:00:00
16872,Commerce City,,LIGHT,CO,2000-07-10 12:15:00
16873,Virginia Beach,,,VA,2000-07-10 13:00:00
16874,Big Pine,,OTHER,CA,2000-07-10 17:00:00
16875,Tomah,,CIGAR,WI,2000-07-10 19:00:00
16876,Downers Grove,,SPHERE,IL,2000-07-10 20:00:00
16877,Redland,,CIRCLE,OR,2000-07-10 20:30:00
16878,St. George Island,ORANGE,TRIANGLE,FL,2000-07-10 23:15:00
16879,Flagstaff,,OTHER,AZ,2000-07-10 23:30:00
16880,Salem,,,OR,2000-07-11 00:30:00
16881,Shohola Falls,,LIGHT,PA,2000-07-11 02:30:00
16882,Bridgewater,,VARIOUS,CT,2000-07-11 03:30:00
16883,Torrington,,SPHERE,CT,2000-07-11 09:00:00
16884,Nashville,,SPHERE,TN,2000-07-12 00:00:00
16885,Franklin,,DISK,PA,2000-07-12 01:56:00
16886,Rim Rock,,CIRCLE,AZ,2000-07-12 09:57:00
16887,Portland,,CYLINDER,OR,2000-07-12 18:30:00
16888,Spring Glen,,DISK,NY,2000-07-12 19:50:00
16889,Gilbert,RED,,AZ,2000-07-12 20:00:00
16890,Gilbert,RED,LIGHT,AZ,2000-07-12 20:00:00
16891,Scottsdale,,FIREBALL,AZ,2000-07-12 20:00:00
16892,Gilbert,,CIRCLE,AZ,2000-07-12 20:10:00
16893,Gilbert,,DIAMOND,AZ,2000-07-12 20:10:00
16894,Gilbert,RED,DIAMOND,AZ,2000-07-12 20:10:00
16895,Gilbert,,FIREBALL,AZ,2000-07-12 20:10:00
16896,Chandler,RED,CIRCLE,AZ,2000-07-12 20:19:00
16897,Glendale,RED,LIGHT,AZ,2000-07-12 20:30:00
16898,Gilbert,,LIGHT,AZ,2000-07-12 20:35:00
16899,Falfurias,RED,LIGHT,TX,2000-07-12 22:00:00
16900,Casa,GREEN,CIGAR,AR,2000-07-12 23:00:00
16901,Route 280  Exit 1,,EGG,NJ,2000-07-12 23:00:00
16902,Sherman,,LIGHT,NY,2000-07-12 23:30:00
16903,Gilbert,RED,CIRCLE,AZ,2000-07-13 19:25:00
16904,Gilbert,,DIAMOND,AZ,2000-07-13 19:54:00
16905,Gilbert,,CIRCLE,AZ,2000-07-13 20:00:00
16906,Gilbert,RED,LIGHT,AZ,2000-07-13 20:00:00
16907,Glendale,RED,FIREBALL,AZ,2000-07-13 20:00:00
16908,Gilbert,RED,CIRCLE,AZ,2000-07-13 20:10:00
16909,Addison,,CIRCLE,NY,2000-07-13 21:30:00
16910,Monterey Park,,CIGAR,CA,2000-07-13 22:00:00
16911,Onalaska,,FIREBALL,WI,2000-07-13 22:23:00
16912,Norristown,,LIGHT,PA,2000-07-13 23:15:00
16913,Summit,,DISK,NJ,2000-07-13 23:40:00
16914,Portland,BLUE,FLASH,OR,2000-07-14 02:00:00
16915,Pasquag,,CIRCLE,RI,2000-07-14 02:30:00
16916,Fresno,,,CA,2000-07-14 03:00:00
16917,Greensburg,,OTHER,PA,2000-07-14 03:00:00
16918,Troy,,DISK,NY,2000-07-14 03:00:00
16919,Oklahoma City,,CIGAR,OK,2000-07-14 17:40:00
16920,Memphis,,TRIANGLE,TN,2000-07-14 18:00:00
16921,Ragly,,,LA,2000-07-14 21:00:00
16922,Quincy,,EGG,CA,2000-07-14 22:20:00
16923,Tooele,,,UT,2000-07-14 22:30:00
16924,Little Rock,,LIGHT,AR,2000-07-14 23:00:00
16925,Olympia,,LIGHT,WA,2000-07-14 23:00:00
16926,Sikeston,,CHEVRON,MO,2000-07-14 23:30:00
16927,Thibodaux,ORANGE,FIREBALL,LA,2000-07-14 23:30:00
16928,Palos Hills,,,IL,2000-07-15 00:30:00
16929,Miami,,CIGAR,FL,2000-07-15 01:00:00
16930,Cheshire,ORANGE,OVAL,OH,2000-07-15 01:15:00
16931,Vancouver,,CIRCLE,WA,2000-07-15 07:00:00
16932,Billerica,,DISK,MA,2000-07-15 09:00:00
16933,Aurora,,SPHERE,OR,2000-07-15 16:00:00
16934,Orange,,CIRCLE,CA,2000-07-15 17:15:00
16935,Los Angeles,,TRIANGLE,CA,2000-07-15 18:00:00
16936,Enochville,,CYLINDER,NC,2000-07-15 18:50:00
16937,Gilbert,RED,LIGHT,AZ,2000-07-15 19:30:00
16938,Geneva,,SPHERE,IL,2000-07-15 20:00:00
16939,Naperville,,DISK,IL,2000-07-15 20:25:00
16940,Madison,,CIGAR,OH,2000-07-15 20:50:00
16941,New City,,TRIANGLE,NY,2000-07-15 21:30:00
16942,Wichita,,OTHER,KS,2000-07-15 21:30:00
16943,Aloha,,LIGHT,OR,2000-07-15 22:00:00
16944,Clio,,CIRCLE,MI,2000-07-15 22:00:00
16945,Houston,,OTHER,TX,2000-07-15 22:00:00
16946,Loves Park,,TRIANGLE,IL,2000-07-15 22:00:00
16947,Apopka,,SPHERE,FL,2000-07-15 22:30:00
16948,Manistee Forest,,,MI,2000-07-15 22:30:00
16949,Luna Pier,,OVAL,MI,2000-07-15 23:00:00
16950,Bakersfield,,TRIANGLE,CA,2000-07-15 23:50:00
16951,Portland,ORANGE GREEN,LIGHT,OR,2000-07-16 00:34:00
16952,Portland,,LIGHT,OR,2000-07-16 01:00:00
16953,New Braunfels,,CIRCLE,TX,2000-07-16 02:30:00
16954,Mananita,GREEN,SPHERE,CA,2000-07-16 04:30:00
16955,Issaquah,,VARIOUS,WA,2000-07-16 09:00:00
16956,Auburn,,DISK,WA,2000-07-16 18:05:00
16957,Wenatchee,,,WA,2000-07-16 20:00:00
16958,Ridgecrest,,LIGHT,CA,2000-07-16 21:58:00
16959,Wenatchee,,,WA,2000-07-16 22:00:00
16960,Rockford,,OVAL,IN,2000-07-16 22:50:00
16961,Silverdale,,FIREBALL,WA,2000-07-17 20:50:00
16962,Lake City,,LIGHT,CA,2000-07-17 22:30:00
16963,Cedar Rapids,,TRIANGLE,IA,2000-07-17 22:40:00
16964,Woodinville,RED,DISK,WA,2000-07-17 23:52:00
16965,Elk City,,CIGAR,OK,2000-07-18 09:20:00
16966,Elk City,,DISK,OK,2000-07-18 09:20:00
16967,Huntsville,,CIRCLE,AL,2000-07-18 11:35:00
16968,Marysville,,DISK,CA,2000-07-18 18:30:00
16969,Twin Falls,,SPHERE,ID,2000-07-18 23:10:00
16970,El Paso,,SPHERE,TX,2000-07-19 13:00:00
16971,Cleveland,,CIRCLE,OH,2000-07-19 17:00:00
16972,Venice,,CIGAR,CA,2000-07-19 19:00:00
16973,Dana,BLUE,CIRCLE,IL,2000-07-19 21:38:00
16974,Fort Hood,,LIGHT,TX,2000-07-19 22:35:00
16975,Boise,,CIRCLE,ID,2000-07-19 23:30:00
16976,Franklin,,DISK,PA,2000-07-20 01:26:00
16977,Marshfield,,LIGHT,VT,2000-07-20 01:30:00
16978,South Padre Island,,OVAL,TX,2000-07-20 21:00:00
16979,Deming,,,NM,2000-07-20 21:30:00
16980,Wallingford,,LIGHT,CT,2000-07-20 21:30:00
16981,Darien,,LIGHT,IL,2000-07-20 22:00:00
16982,Highlands Ranch,RED,LIGHT,CO,2000-07-20 22:00:00
16983,Watertown,YELLOW,TRIANGLE,CT,2000-07-20 22:55:00
16984,Trumansburg,,LIGHT,NY,2000-07-20 23:00:00
16985,Ocean Parkway,RED,CHEVRON,NY,2000-07-20 23:30:00
16986,Nothridge,,OTHER,CA,2000-07-21 12:10:00
16987,Chula Vista,,OTHER,CA,2000-07-21 18:00:00
16988,na,,TRIANGLE,NC,2000-07-21 18:15:00
16989,North Judson,,LIGHT,IN,2000-07-21 21:57:00
16990,Corona,,LIGHT,CA,2000-07-21 22:00:00
16991,Riggins,,FIREBALL,ID,2000-07-21 22:10:00
16992,Ogallala,,OTHER,NE,2000-07-22 01:30:00
16993,Petrified Forest National Park,,OTHER,AZ,2000-07-22 12:00:00
16994,Pittsburgh,,LIGHT,PA,2000-07-22 18:30:00
16995,Westminster,,OTHER,CO,2000-07-22 19:15:00
16996,Lavon,,FIREBALL,TX,2000-07-22 21:50:00
16997,La Crosse,,LIGHT,WI,2000-07-22 22:45:00
16998,Valley Stream,,EGG,NY,2000-07-23 15:00:00
16999,Everett,,,WA,2000-07-23 16:05:00
17000,New York City,,OTHER,NY,2000-07-23 18:00:00
17001,Vallejo,,CIGAR,CA,2000-07-23 18:02:00
17002,West Seneca,,LIGHT,NY,2000-07-23 18:30:00
17003,LeGrange,,,WI,2000-07-23 21:50:00
17004,Columbus,,LIGHT,OH,2000-07-23 23:30:00
17005,New York City,,,NY,2000-07-24 00:00:00
17006,Milwaukee,RED,FORMATION,WI,2000-07-24 10:00:00
17007,Antioch,,DISK,CA,2000-07-24 11:50:00
17008,Overcup,,TRIANGLE,AR,2000-07-24 21:30:00
17009,Fire Island,ORANGE,CIRCLE,NY,2000-07-24 23:00:00
17010,Vancouver,,LIGHT,WA,2000-07-24 23:30:00
17011,Chandler,RED,LIGHT,AZ,2000-07-25 20:15:00
17012,Gilbert,RED,CIRCLE,AZ,2000-07-25 20:15:00
17013,Gilbert,,LIGHT,AZ,2000-07-25 20:15:00
17014,Gilbert,RED,LIGHT,AZ,2000-07-25 20:40:00
17015,Gilbert,RED,,AZ,2000-07-25 20:50:00
17016,Holbrook,,TRIANGLE,AZ,2000-07-25 21:00:00
17017,Glendale,RED,CIRCLE,CA,2000-07-25 21:20:00
17018,Las Vegas,,LIGHT,NV,2000-07-25 21:30:00
17019,San Diego,RED,FIREBALL,CA,2000-07-25 21:30:00
17020,San Diego,RED,,CA,2000-07-25 21:45:00
17021,Klamath Falls,,LIGHT,OR,2000-07-25 21:57:00
17022,San Diego,RED,LIGHT,CA,2000-07-25 22:00:00
17023,Sturgeon Bay,,LIGHT,WI,2000-07-25 22:23:00
17024,Sturgeon Bay,,OTHER,WI,2000-07-25 22:23:00
17025,Waterford,,SPHERE,MI,2000-07-25 23:37:00
17026,Smithville,,,TX,2000-07-26 23:10:00
17027,Fulshear,,FIREBALL,TX,2000-07-26 23:15:00
17028,Brenham,RED BLUE,LIGHT,TX,2000-07-26 23:20:00
17029,Iola,,,TX,2000-07-26 23:30:00
17030,Portland,RED ORANGE,LIGHT,OR,2000-07-27 03:35:00
17031,Gilbert,RED,CIRCLE,AZ,2000-07-27 20:12:00
17032,Chandler,,OVAL,AZ,2000-07-27 20:13:00
17033,Gilbert,RED,LIGHT,AZ,2000-07-27 20:15:00
17034,Bouse,,LIGHT,AZ,2000-07-27 21:37:00
17035,Bouse,,LIGHT,AZ,2000-07-27 21:58:00
17036,Bouse,,LIGHT,AZ,2000-07-27 21:58:00
17037,Redmond,,LIGHT,WA,2000-07-27 22:05:00
17038,Sandy,,TRIANGLE,UT,2000-07-27 22:48:00
17039,Tonopah,,EGG,AZ,2000-07-28 01:50:00
17040,Two Guns,BLUE,FIREBALL,AZ,2000-07-28 03:15:00
17041,Tyler,,SPHERE,TX,2000-07-28 05:30:00
17042,Woodinville,,CHEVRON,WA,2000-07-28 22:30:00
17043,Rochester,GREEN,OTHER,NY,2000-07-29 00:00:00
17044,Amite,,LIGHT,LA,2000-07-29 22:00:00
17045,Bonham,,LIGHT,TX,2000-07-29 23:00:00
17046,Nags Head,,FORMATION,NC,2000-07-29 23:15:00
17047,Bellingham,,VARIOUS,WA,2000-07-29 23:30:00
17048,Nags Head,,LIGHT,NC,2000-07-30 01:30:00
17049,Ithaca,,TEARDROP,NY,2000-07-30 20:20:00
17050,Bellingham,,LIGHT,WA,2000-07-30 21:25:00
17051,Columbus,,LIGHT,OH,2000-07-30 22:00:00
17052,Chandler,GREEN,CIGAR,AZ,2000-07-30 22:40:00
17053,Deer Lake,GREEN,,WA,2000-07-30 22:45:00
17054,Ashland,,DISK,OR,2000-07-30 23:38:00
17055,Fortuna,,FIREBALL,CA,2000-07-31 03:20:00
17056,Kirkland,,,WA,2000-07-31 09:20:00
17057,Portland,,FIREBALL,OR,2000-07-31 09:23:00
17058,Snohomish,,FIREBALL,WA,2000-07-31 09:35:00
17059,Kent,BLUE,OTHER,WA,2000-07-31 12:05:00
17060,Hopewell,,FIREBALL,VA,2000-07-31 21:00:00
17061,Hopewell,,FIREBALL,VA,2000-07-31 22:00:00
17062,Crescent Bar,,FIREBALL,WA,2000-07-31 23:00:00
17063,Flinn Springs,,TRIANGLE,CA,2000-07-31 23:06:00
